UserID,MovieID,Rating,Timestamp
5858,110,5,957716301
5749,733,2,962844505
4978,3471,4,962599122
1945,541,3,974692156
987,1196,4,976371064
3602,2987,4,970710159
5631,1196,3,959134741
1938,1200,3,974694992
4186,1704,3,965329026
5848,590,4,957783366
3035,318,5,970274571
4071,1307,4,965611484
3125,1374,4,969305463
4071,1580,4,965605982
3672,1580,5,966376041
5396,1291,5,960312264
3403,21,4,967429703
2975,541,4,971021498
795,318,4,975506003
476,2699,3,976219536
2387,50,4,974307784
1320,377,4,974778163
1069,3418,2,974943302
5502,2396,5,959798789
776,2699,4,975440187
3380,1220,3,967673798
4577,527,4,964402602
5396,541,5,960312642
3202,1610,3,968572662
965,1221,3,975122421
2552,1265,5,973998713
476,2355,5,976221875
5239,2804,3,961442288
3029,1527,3,972845701
1177,2599,3,974857644
3825,1127,3,965940130
169,50,3,977175072
3751,377,3,966130655
2008,1307,4,974677403
5677,1374,4,958955726
2832,1196,5,972588198
1746,1,3,974848692
5256,1214,5,961980631
2030,2571,5,974670976
5418,1200,4,960183331
6018,592,4,956763622
3706,2355,4,966376537
5457,2000,3,959913828
476,2918,3,976221764
1113,2858,4,974915630
4928,1221,4,962656648
1694,1307,4,974715953
5049,2858,5,962501188
3093,2858,4,969650793
2685,1225,4,973375763
1938,260,5,974689882
1194,3481,4,1036309965
5170,50,5,961981921
3624,1127,4,966562040
1920,1270,5,974696141
5038,1374,3,962520328
3101,1291,4,969582396
3056,2174,4,970125964
1951,3114,4,974697328
186,2355,3,977059473
718,608,4,975528490
2484,1923,4,974146635
4601,2797,4,964206263
2129,2858,5,974642696
445,2858,5,976240927
970,1573,4,975978125
1807,527,5,974738683
3715,1270,5,966265721
5555,2959,5,959551315
5858,39,1,957716648
415,457,4,977500236
1807,1923,5,974739410
4446,1265,4,965091845
3491,260,4,967068004
270,2997,5,976653117
731,2858,5,975508133
626,1,5,975819155
778,1304,5,975436328
1317,2987,4,974842296
1522,1214,4,974745350
1004,2916,4,975043814
4472,919,4,965065226
5340,318,3,960701415
2436,1374,4,976044826
5129,1374,4,962134542
3757,318,5,966096219
3609,480,3,966614059
2897,480,4,971932495
1744,1097,4,974704391
4344,1221,5,965232452
5270,2628,5,961167554
479,590,2,976219009
270,919,5,976810800
5994,1214,5,956857449
3491,34,4,967066523
5647,1198,5,958872403
1632,50,4,974719089
5829,34,2,957894072
1151,110,5,974870359
5759,592,3,958254663
577,2028,5,975980477
3002,1198,5,970614375
5562,318,4,959369052
5856,1393,3,957732305
2566,2791,4,973963620
3935,858,5,965860587
3769,223,5,966057837
4016,1704,4,965535052
3029,588,4,970363070
5931,2406,4,957227310
1260,1584,4,976137841
439,1036,3,976310229
4478,750,3,983907647
5604,1240,3,959222402
2926,2599,3,971572719
4959,2987,3,962634078
2919,110,5,971713316
3353,1704,5,967740764
4279,457,5,965282401
5758,1304,5,958255224
3672,2406,4,966377176
476,1240,4,976219296
5468,356,2,959897703
4279,1784,5,965287877
5667,1097,4,958757621
1017,380,3,975011449
5631,32,5,959135391
1606,3114,3,974736393
1680,50,5,974710590
2226,2396,2,974660926
2818,780,4,972671630
5754,1617,4,958269078
1749,608,4,974841006
4865,919,4,962818341
1001,457,3,976296728
3246,1617,3,968307353
2840,2571,4,972572650
1267,919,5,974827322
1543,1394,4,974750005
4449,2918,5,965088324
5722,608,5,977248046
63,912,4,977899712
3661,3578,3,966432294
2907,2406,5,971839746
3942,593,4,965691257
5964,3481,5,958433546
1702,1704,5,980997823
5630,1394,4,980553265
4344,2762,5,965223164
646,1198,5,975779725
3157,2791,4,968901716
8,1393,5,978229702
368,110,4,976308447
3138,32,1,969051001
3300,1580,5,968070819
609,527,4,980033010
2962,2406,3,977169586
1130,924,1,974902720
2715,919,5,973287924
3031,588,3,970356008
3609,34,3,966614927
1701,1221,5,1009695363
1974,1,3,974686291
5138,919,3,962060071
575,3578,4,975988820
2243,924,5,974596601
5169,608,4,961890942
2996,2000,4,970677577
3946,648,5,965748196
1246,858,3,974828985
3415,2987,4,967519195
3855,3793,4,965872790
4071,1923,5,965604643
3389,1,4,967511960
4699,1127,4,963563032
1354,592,3,974775908
5005,780,4,962595682
2429,593,5,974223719
5754,2997,4,958271331
587,1136,4,975945551
2970,1617,5,971097928
1221,3471,5,974839591
5434,924,5,960045090
3018,1259,4,970505739
5629,1225,4,959023333
186,1196,5,977058735
4847,2997,4,962834211
5706,2987,3,958529518
5457,2997,5,959913473
2590,1580,4,973930851
4887,2396,4,962738928
5593,2987,5,959228060
3935,2406,4,965861261
4034,34,5,965510107
2620,2000,4,973657279
3491,21,3,967067360
3967,356,5,967551059
5667,1193,5,958757943
5931,1580,4,957226821
4950,1573,3,962947951
4599,1968,3,964211235
3184,593,5,968767131
4089,1291,4,965503750
4491,356,1,965007231
3423,1387,4,967672642
5239,1265,4,961444202
5931,2987,4,957226788
3143,593,2,969493079
3453,3114,3,967240812
1199,1580,4,974848135
5593,750,5,959226449
3081,589,5,969800202
4738,3471,4,963277523
2429,2706,5,974422234
4114,1193,4,965364705
4342,318,5,965230253
120,750,5,977458223
4234,2683,3,965333187
3308,588,5,967976661
2030,924,5,974670730
1354,1617,5,975456691
2897,1213,5,971933970
4734,1221,5,963325730
4138,1374,5,970007697
4599,1097,4,964211284
5442,3418,4,959981138
5483,1721,1,959859684
5575,1265,4,959291797
695,780,3,975560524
4217,260,5,965316664
4298,1387,3,965270583
1434,1097,1,974845616
5104,1387,5,962338316
5684,1387,5,958605348
4237,1721,4,965313327
2404,223,4,974259268
5079,858,5,962554289
3513,592,4,966975047
