UserID,MovieID,Rating,Timestamp
330,1225,5,976388322
4058,1036,5,965495101
505,3418,4,976208271
2500,1210,4,974087518
5322,260,3,960857354
4223,1527,4,965315141
1912,1923,3,1007352065
3965,2571,4,965669601
2453,1573,3,974186784
854,2599,3,975352003
2726,296,4,973267959
4139,1923,4,965349681
3840,2396,5,965921681
3412,780,5,968726440
1333,589,5,974775762
2188,1220,4,974607875
3416,32,5,967400147
5567,1394,2,959348746
3569,2699,4,968213156
3050,1193,3,970178073
5630,2699,3,980544192
5107,1127,3,962333915
3095,2628,3,969644225
3312,223,5,967955347
3208,1610,4,968552864
5801,2716,5,958011744
3961,1214,5,967225528
5915,1036,3,957332439
33,1214,4,978108695
1985,1527,4,974683743
3487,2997,4,967058373
4604,3578,3,989762629
88,1225,5,977695397
3146,1196,3,968964356
462,541,4,1012197039
3989,1393,4,965599446
3833,1610,3,996586957
2453,1307,4,982135314
4333,1387,4,965238618
4482,34,4,965018678
33,592,4,978109639
3300,2406,3,968036039
5851,1259,5,957757031
1150,1200,2,974871132
3416,1617,5,967409796
3940,1704,4,965752524
1759,1,3,974702165
5821,1265,5,957902460
4879,1136,4,962765430
5076,1265,5,962420643
2383,457,4,974323164
4791,1210,4,963151278
5434,2716,5,960044635
2592,593,5,973828675
5312,1291,4,962157219
3679,2858,3,966446953
143,3114,4,977351273
1067,2291,4,974950759
4482,32,4,965018594
2900,1923,5,971904698
3993,593,4,965590699
3546,912,5,968009584
2383,39,4,974419387
5776,1,4,958171687
2726,1196,5,973266634
5019,1210,3,986270543
4907,2916,3,962682139
463,1394,5,976227481
4757,2028,4,978803704
1761,1196,2,974703170
3958,593,3,965671589
5473,780,3,1012589985
287,1968,3,976568134
3716,1584,3,966265413
4344,3793,3,966446345
604,2959,3,975870308
88,1198,4,977696459
1089,3175,3,974931009
4379,2959,5,965177666
385,2987,3,976300634
3905,480,3,965759575
1077,1259,4,974999131
5862,919,4,957671845
331,912,5,976849527
1221,39,1,974842172
1746,32,5,974703191
1294,2791,4,974873546
2419,1610,4,974245978
1860,1304,4,978326519
2946,1617,4,971275360
1430,1265,5,974758837
1451,1291,5,974761335
3433,2599,2,967419251
4757,2683,3,963158581
5788,1304,4,958107196
5445,1221,5,959972865
2383,356,4,974324460
28,2571,3,978125885
3735,2987,5,967081521
5950,2804,4,1046368263
1865,1784,4,976585315
5657,2571,5,958829670
2472,2028,5,974234979
5278,2571,5,963263510
4026,1198,5,965518090
1853,2396,4,975018830
5104,260,5,962338316
1947,1387,4,974692730
4298,3578,5,965269601
3099,2571,5,969931903
4482,588,4,965100821
4089,1193,3,965428127
1860,1721,3,975258852
4089,2683,4,965455976
4563,1259,4,964493615
4064,3578,4,965475578
4058,593,5,965489754
4736,318,5,963298825
4791,2599,3,962999560
5339,2000,5,960712827
855,2797,4,976339906
5686,2716,1,958604621
604,32,3,975871473
5827,2706,4,957894572
2228,21,3,974597870
2337,2028,5,974422900
1611,733,3,980748315
1779,2716,5,977032289
4937,1097,4,962645690
3192,39,5,968644758
2803,592,2,972815086
4139,3793,4,965347958
3022,2997,3,970497619
3609,3578,5,966613870
4258,50,5,984760696
4531,260,4,964837269
2751,1784,4,974817071
3891,1220,5,965801737
3423,780,4,967360027
5475,1097,5,960940472
1727,260,5,974706401
5862,1270,4,957670444
2731,3175,4,973243763
3163,648,4,968868987
5956,2716,4,957077475
3501,912,5,966998336
5776,1197,4,958169465
5082,1136,5,962407788
100,1387,3,977594008
2840,2028,5,972571450
2757,1193,5,973193014
3539,1265,5,966926907
48,2762,4,977975845
595,2396,5,975896313
297,2396,4,976511836
2750,1270,4,973199420
3445,1617,5,967279160
199,924,4,976980542
3735,593,4,966921177
2407,589,5,974256007
3675,588,4,966364404
1871,2716,5,974695049
669,32,5,975630933
2063,3114,3,975361692
577,2959,5,975979237
236,1610,2,976765293
3279,608,3,968194746
2010,223,4,974680038
800,1136,5,975403517
4736,780,3,963631886
1759,457,4,974703343
4004,1573,1,965561414
5217,2987,3,961551877
1287,2997,5,977734339
3445,318,5,967279160
3425,608,5,967352150
4328,1291,4,965246107
3017,356,4,970508284
3099,32,2,969594784
802,2797,5,975402698
1496,3471,3,974756600
