UserID,MovieID,Rating,Timestamp
1308,608,5,974784394
3942,912,2,966547095
5982,377,5,956930344
481,1307,4,976217188
2013,1240,5,974675904
3292,2599,5,968096235
4049,1220,3,965497730
817,3793,4,975386997
4281,1394,2,965281059
1817,2028,5,974697898
3336,1213,4,967837776
5636,223,2,958967358
5371,541,5,960480033
3433,2959,1,967419251
3906,1220,4,965758609
4335,1394,3,965338614
5667,1923,3,958756156
1101,1193,5,974922931
1303,924,5,974790494
216,34,1,976866705
1050,2762,5,974967156
472,296,5,976222262
5472,2000,3,959890472
302,1721,4,976505842
4378,1304,4,965176268
1474,1374,5,975100652
2825,34,5,972610637
3279,260,2,968175922
2271,541,4,978204014
882,648,3,975261264
5720,1214,4,958503472
301,39,4,976573897
479,1136,4,976218424
2056,1136,5,974660767
3195,2174,4,968640824
1748,2628,3,974706913
1472,260,3,974767656
3082,1097,4,969812717
5675,648,3,958684926
2310,34,5,974487882
5792,2599,4,1001014617
1057,858,4,974951438
3481,924,4,968734382
3154,50,5,969645215
4505,590,5,964982530
1308,1136,5,974783234
4466,2716,4,965070241
2854,750,5,972529067
337,457,3,976351156
5661,1210,5,958778159
1802,2028,5,974744490
5851,1259,5,957757031
5355,110,4,960693756
3129,1617,3,969366831
2774,2291,5,973063433
566,3793,2,976043115
2777,527,5,973049631
4231,592,3,965312100
547,39,2,976069000
2544,2174,4,978822758
2102,1291,3,974653122
28,1097,3,978126452
984,592,4,975118347
7,2916,5,978234842
58,1221,4,977933811
5182,1036,5,961789607
1875,1259,3,975767255
1773,50,5,974700521
2605,2762,4,973748508
1448,110,5,974756825
1701,1259,4,1009697183
2736,608,3,973389191
3098,50,5,969596258
3081,1036,5,969800179
1925,2762,4,974695362
1773,1210,4,974700305
4384,2699,3,1015171061
1555,2706,4,974741198
5355,1127,3,960596905
4957,2699,3,962637081
3029,588,4,970363070
5543,3471,3,959513516
4404,2706,4,965157491
3681,2716,4,967065688
1137,480,4,976851999
3520,1225,5,966947646
1624,2571,5,974852632
101,480,5,977578148
3664,2396,3,966403108
748,1573,4,975462204
1507,1259,4,974747979
4498,380,4,964998982
2140,3481,4,974637981
3412,1036,4,1031067777
5627,1291,4,959041394
2989,3471,4,970775342
5555,1527,2,959460149
2772,1270,5,973226747
4596,780,3,964221423
2868,1036,4,998605928
5531,2396,4,959619914
2935,1210,4,972177518
4879,1200,4,962764273
4237,3175,4,965310268
2868,1374,3,972440021
4167,1394,5,965336863
1561,318,5,985294407
4491,780,4,965006363
3562,3793,4,966786871
1904,2571,5,974756793
4533,2174,1,964732831
5843,1196,2,957806544
3051,318,5,970179669
5726,608,5,958495562
5488,1036,3,969571361
2737,1580,3,973225542
4796,32,3,962986193
3386,1307,5,967529519
3433,527,5,967414425
1741,2699,4,974708125
2544,3418,4,1017440998
5324,1291,4,960861222
984,480,4,975098866
3679,2959,4,980533204
2100,1923,5,974672223
3639,1196,2,966486937
4886,1374,5,962741046
3378,750,5,967755463
6036,1197,5,956712367
216,21,3,976861881
2521,2571,5,974066587
5738,2628,3,958418199
624,1127,4,975789309
5555,1270,3,959448469
3101,50,5,969577331
3231,356,5,968387928
5113,3471,2,971966358
1137,1198,4,982910619
2701,1617,4,973303947
4490,3471,4,965009500
260,2571,5,976670873
2688,2628,2,973349699
1748,648,3,1043581018
2457,260,5,974179589
1819,858,5,974698015
445,2959,2,976241681
1891,593,5,974694923
5124,2599,4,962199298
4368,589,5,965182808
1579,356,5,981273557
2951,2396,4,971215982
5596,1210,4,959220085
781,1036,5,975436145
5826,1704,4,957896758
5138,3175,4,962060619
2215,2858,4,974600728
5726,1304,5,958495030
3007,2571,5,970540340
1317,2987,4,974842296
5163,2028,4,961952424
1692,1214,5,974710080
1088,1200,4,974933659
3509,1617,5,985855925
5779,589,5,958155765
2897,2916,2,971933128
3489,2797,3,967050610
1551,750,4,1013195309
5453,1221,4,971981853
2119,377,3,974728841
2240,1127,5,974596658
5661,1270,3,958778201
1207,1,4,974845574
3679,2355,5,966447108
5801,780,4,958011533
5531,1374,2,959620150
4352,1580,4,965227514
2665,919,5,973454622
4281,1197,2,965281273
5359,2396,5,960547884
1543,1573,5,974742976
2454,1036,4,974235003
5787,750,5,958109416
2605,1213,5,973747188
3175,593,5,968788502
3684,3114,5,966350807
5246,1704,5,961375170
5812,1196,5,957939790
