UserID,MovieID,Rating,Timestamp
22,1923,3,978153570
2537,480,4,974055453
575,1580,4,975988485
272,593,5,976696868
1321,1240,2,974777878
935,1394,3,976667582
5990,1527,2,956866938
3690,3114,3,966309474
5540,2916,3,959532879
5305,1193,5,965005749
2907,3578,4,972179117
4363,2571,3,965184270
23,1097,4,978461308
3075,2396,3,969897990
929,1394,3,975193531
1961,2291,3,974687016
2812,1265,4,972700246
4379,589,5,965177306
5453,858,4,959928708
1759,3578,5,974787259
1784,480,3,974699971
2894,457,5,971987175
1850,1214,3,974698035
2175,296,5,974674056
1639,2716,2,974714696
5323,2987,5,960847605
3515,21,3,967062296
3088,2028,4,969745877
4793,21,4,963435407
6024,527,5,956749186
4750,1923,5,963191575
1733,608,5,977461772
5368,1617,4,960497146
3906,589,4,965758683
1639,2987,3,977636198
373,1127,4,976305094
624,1210,3,975786710
453,457,4,977295727
1695,2987,5,974708688
2041,1393,5,974668754
3128,1265,3,985044890
3447,1240,4,967262371
62,912,5,977907178
4604,3578,3,989762629
5177,457,5,961858194
2389,1374,4,974297347
1837,2997,3,974842096
5565,1923,5,1000931674
929,1580,1,975191185
4438,1393,4,965097672
3157,2406,4,968958038
859,3481,5,975344355
5620,1610,4,976033997
2288,1221,5,974520942
4738,1210,4,963275862
2663,2716,4,973800930
4021,2918,4,965524374
3007,377,3,970540776
5605,1197,5,959194261
4506,2716,4,964983163
2288,1374,3,974524319
4123,1097,4,965356899
4779,1198,5,963018270
4379,1136,5,965179923
4448,2028,5,965087832
1380,480,5,974948302
5771,2987,5,958170834
5260,1221,5,961200502
570,1721,5,976000528
3170,1240,4,968806587
2290,296,3,974518074
4800,1200,4,962989845
5186,1270,5,961727700
3200,480,3,968629872
452,608,5,976235459
404,593,4,976291535
1150,2291,2,974873513
4016,2028,5,965534671
2485,1193,5,974144255
1889,2683,3,989088607
1472,858,5,974767656
3903,1196,3,965783687
5811,1573,1,958116653
3586,593,2,966692103
778,1291,5,975436367
1340,377,5,974778902
2938,2683,3,971449472
4765,3175,4,963088593
2900,1923,5,971904698
5565,1210,4,959353601
5457,3471,3,959912985
4682,1196,4,963680864
406,780,2,976298553
1265,912,5,1000994661
1645,3793,5,974981122
